county/sub_county,total,farming,crop_production,livestock_production,aquaculture,fishing,irrigation,maize,sorghum,rice,potatoes,beans,cassava,sweet_potatoes,wheat,green_grams,bananas,cabbages,tomatoes,onions,ground_nuts,millet,watermelons,kales,sugarcane,cotton,exotic_cattle_0dairy,exotic_cattle_0beef,indigenous_cattle,sheep,goats,camels,donkeys,pigs,indigenous_chicken,exotic_chicken_layers,exotic_chicken_broilers,beehives,rabbits,fish_ponds,fish_cages
KESSES,34653,24309.0,23307,18175,55,84,640,22229.0,1332.0,8846.0,12119.0,184.0,1411.0,754.0,0.0,3275.0,3946.0,1350.0,5395.0,0.0,1283.0,0.0,9885.0,523.0,0.0,0.0,9445,729,6667,7519,563,3.0,735,42.0,11969,948,230,998,233,53.0,5.0
MOIBEN,46729,22915.0,21714,17708,117,105,1266,20805.0,2128.0,3635.0,12677.0,234.0,1456.0,3673.0,0.0,2461.0,2085.0,1866.0,2205.0,0.0,6591.0,0.0,6999.0,515.0,0.0,0.0,4796,374,10454,10281,1801,3.0,288,144.0,12264,694,250,1630,231,113.0,16.0
SOY,53784,33352.0,31494,24693,100,153,1093,30817.0,2259.0,1764.0,15491.0,689.0,2845.0,1658.0,0.0,5141.0,1744.0,2003.0,1870.0,0.0,3382.0,0.0,8758.0,646.0,0.0,0.0,10563,371,9815,10157,1385,4.0,443,79.0,18855,1011,281,900,133,90.0,12.0
TURBO,75139,26235.0,23954,18747,118,178,891,23059.0,1779.0,1487.0,11904.0,1119.0,2533.0,431.0,0.0,6027.0,1136.0,1518.0,2068.0,0.0,1878.0,0.0,7893.0,2064.0,0.0,0.0,6861,451,7937,5617,1574,5.0,56,251.0,13798,1098,352,594,151,101.0,17.0
ELGEYO/MARAKWET,99861,74881.0,71084,54322,280,340,8383,62633.0,9624.0,27205.0,39126.0,2276.0,4123.0,1369.0,1744.0,12325.0,10555.0,4105.0,13775.0,1772.0,20353.0,548.0,22876.0,2021.0,0.0,0.0,13432,1802,31393,27835,10730,21.0,1708,49.0,32412,1512,670,5141,530,260.0,35.0
KEIYO NORTH,21947,15190.0,14339,10582,29,58,809,13527.0,1612.0,3018.0,9650.0,199.0,791.0,648.0,223.0,2011.0,1223.0,934.0,1346.0,83.0,4971.0,87.0,3671.0,253.0,0.0,0.0,1902,177,6845,5631,1816,7.0,163,7.0,6608,207,60,910,157,27.0,2.0
KEIYO SOUTH,27029,21518.0,20441,16550,113,115,1074,18562.0,2052.0,8789.0,11723.0,682.0,1443.0,285.0,484.0,3660.0,4234.0,1045.0,5207.0,1061.0,4870.0,123.0,7646.0,305.0,0.0,0.0,5304,774,9063,8509,2877,5.0,531,11.0,10318,574,216,1859,172,105.0,10.0
MARAKWET EAST,21362,15779.0,14723,11044,36,69,4250,11779.0,3887.0,4840.0,6388.0,1186.0,935.0,194.0,835.0,2875.0,1498.0,1160.0,2231.0,535.0,5590.0,225.0,3840.0,705.0,0.0,0.0,1462,328,6168,5397,4056,6.0,127,6.0,5108,184,109,1083,22,33.0,6.0
MARAKWET WEST,29523,22394.0,21581,16146,102,98,2250,18765.0,2073.0,10558.0,11365.0,209.0,954.0,242.0,202.0,3779.0,3600.0,966.0,4991.0,93.0,4922.0,113.0,7719.0,758.0,0.0,0.0,4764,523,9317,8298,1981,3.0,887,25.0,10378,547,285,1289,179,95.0,17.0
NANDI,199426,148887.0,143017,111347,824,1034,3777,134408.0,14875.0,18045.0,79216.0,17146.0,25641.0,1766.0,0.0,68158.0,14764.0,10084.0,32316.0,1343.0,12788.0,0.0,58494.0,22885.0,0.0,0.0,54653,5315,43268,28054,10032,0.0,3116,201.0,78490,6867,2285,3937,1248,777.0,79.0
CHESUMEI,39051,26835.0,25504,20274,124,155,557,23735.0,1785.0,3790.0,11413.0,1437.0,3521.0,261.0,0.0,11721.0,2941.0,1297.0,4512.0,149.0,1722.0,0.0,11747.0,3105.0,0.0,0.0,13575,1063,4170,5720,647,0.0,36,29.0,13598,1752,531,586,265,118.0,10.0
NANDI CENTRAL,34400,23951.0,22841,17343,125,168,516,20895.0,1667.0,3236.0,11961.0,2319.0,3917.0,217.0,0.0,11458.0,2304.0,1233.0,4997.0,186.0,1517.0,0.0,10053.0,3223.0,0.0,0.0,8901,868,5918,3902,970,0.0,51,57.0,11421,1265,326,664,255,118.0,8.0
NANDI EAST,29253,16777.0,16093,11896,91,108,738,14873.0,1330.0,3121.0,9441.0,823.0,1860.0,293.0,0.0,6017.0,2296.0,1482.0,4761.0,86.0,1030.0,0.0,7044.0,967.0,0.0,0.0,6573,557,3999,2603,722,0.0,402,12.0,7514,799,292,460,97,85.0,6.0
NANDI NORTH,35297,30073.0,29010,23728,171,264,1080,28171.0,3704.0,3452.0,15124.0,1645.0,3919.0,319.0,0.0,11251.0,3198.0,1697.0,5265.0,268.0,3461.0,0.0,9326.0,4739.0,0.0,0.0,13536,1576,7845,8001,1075,0.0,337,68.0,17300,1352,537,908,163,156.0,26.0
NANDI SOUTH,37094,31054.0,29829,23740,231,219,420,27508.0,2250.0,3165.0,18653.0,8551.0,9671.0,249.0,0.0,18816.0,2843.0,1958.0,8390.0,492.0,1965.0,0.0,12941.0,4965.0,0.0,0.0,8776,910,11798,5195,3179,0.0,488,30.0,17656,1209,334,703,294,223.0,23.0
TINDERET,24331,20197.0,19740,14366,82,120,466,19226.0,4139.0,1281.0,12624.0,2371.0,2753.0,427.0,0.0,8895.0,1182.0,2417.0,4391.0,162.0,3093.0,0.0,7383.0,5886.0,0.0,0.0,3292,341,9538,2633,3439,0.0,1802,5.0,11001,490,265,616,174,77.0,6.0
BARINGO,142518,100465.0,84426,80426,511,841,7165,80000.0,13594.0,12438.0,49579.0,5655.0,7571.0,1310.0,3802.0,18052.0,5585.0,5204.0,11101.0,4242.0,27128.0,1742.0,23812.0,3070.0,0.0,0.0,13012,2709,45272,37159,45686,4368.0,6093,76.0,53611,2032,1029,17720,627,468.0,81.0
BARINGO CENTRAL,23555,15137.0,14047,10403,41,75,354,13463.0,2739.0,877.0,10087.0,1815.0,2185.0,316.0,376.0,6131.0,441.0,1036.0,1401.0,1609.0,5873.0,120.0,4799.0,940.0,0.0,0.0,2643,470,4770,3549,4672,4.0,211,2.0,7357,362,133,1839,96,33.0,6.0
BARINGO NORTH,23500,18409.0,16685,13946,24,109,377,15300.0,3927.0,1052.0,10260.0,1940.0,1974.0,177.0,1161.0,5250.0,433.0,999.0,1432.0,808.0,10639.0,190.0,4096.0,705.0,0.0,0.0,2069,399,7176,5279,8558,12.0,59,6.0,9681,349,241,3365,71,23.0,2.0
EAST POKOT,14498,9565.0,4056,9232,153,87,330,3931.0,1798.0,95.0,1330.0,77.0,69.0,126.0,363.0,101.0,84.0,185.0,73.0,53.0,1114.0,140.0,381.0,80.0,0.0,0.0,406,451,5888,5644,8703,3165.0,617,9.0,3137,170,182,3484,17,137.0,45.0
KOIBATEK,30774,21544.0,20417,16043,48,119,355,19234.0,1545.0,9351.0,12917.0,803.0,1567.0,275.0,416.0,3617.0,4069.0,1192.0,6054.0,264.0,3616.0,104.0,9339.0,707.0,0.0,0.0,6416,815,7012,7393,2012,6.0,2178,35.0,11807,594,232,1000,368,45.0,8.0
MARIGAT,19854,13596.0,11608,10954,64,221,4956,11044.0,1391.0,574.0,5507.0,434.0,614.0,151.0,773.0,1310.0,188.0,935.0,1035.0,299.0,2522.0,948.0,2355.0,428.0,0.0,0.0,568,207,6332,4469,7552,7.0,903,4.0,7956,235,97,2565,27,61.0,6.0
MOGOTIO,18184,13607.0,11962,11756,51,101,537,11524.0,1918.0,199.0,7043.0,537.0,971.0,210.0,397.0,1552.0,209.0,503.0,784.0,1185.0,3195.0,109.0,2118.0,186.0,0.0,0.0,722,181,8786,5591,6751,9.0,1489,17.0,9436,145,67,3174,42,46.0,8.0
TIATY EAST,12153,8607.0,5651,8092,130,129,256,5504.0,276.0,290.0,2435.0,49.0,191.0,55.0,316.0,91.0,161.0,354.0,322.0,24.0,169.0,131.0,724.0,24.0,0.0,0.0,188,186,5308,5234,7438,1165.0,636,3.0,4237,177,77,2293,6,123.0,6.0
LAIKIPIA,149271,90729.0,74338,68281,374,483,9170,70534.0,5306.0,38543.0,53967.0,2671.0,8722.0,3936.0,1781.0,7092.0,7873.0,6415.0,10333.0,0.0,1516.0,740.0,17753.0,4706.0,0.0,0.0,9243,1865,35051,37789,29474,899.0,4212,328.0,50215,2317,618,2982,2226,353.0,26.0
LAIKIPIA CENTRAL,30372,18787.0,16085,15611,129,130,3011,14816.0,2719.0,13179.0,13626.0,505.0,2966.0,411.0,506.0,1332.0,2518.0,1711.0,4090.0,0.0,477.0,257.0,5196.0,1516.0,0.0,0.0,2489,413,8431,8399,5885,17.0,779,92.0,13016,478,106,567,839,125.0,3.0
LAIKIPIA EAST,33505,13192.0,9656,10137,141,114,1233,8911.0,208.0,7815.0,7554.0,305.0,1369.0,342.0,421.0,1144.0,1017.0,794.0,1395.0,0.0,92.0,79.0,2797.0,978.0,0.0,0.0,1338,244,4793,5557,4303,131.0,374,81.0,7117,550,131,355,383,134.0,13.0
LAIKIPIA NORTH,7752,5898.0,455,5809,8,36,69,406.0,20.0,168.0,399.0,21.0,37.0,13.0,15.0,27.0,35.0,57.0,65.0,0.0,11.0,13.0,111.0,18.0,0.0,0.0,26,87,3833,4834,5133,506.0,770,5.0,2847,53,29,1072,4,7.0,1.0
LAIKIPIA WEST,33025,24338.0,20900,17462,38,107,2214,20245.0,1458.0,5245.0,14932.0,746.0,1921.0,930.0,270.0,1121.0,1357.0,1649.0,1665.0,0.0,378.0,219.0,2610.0,647.0,0.0,0.0,1330,636,9660,10228,9276,236.0,1109,43.0,11744,465,189,508,314,33.0,4.0
NYAHURURU,44617,28514.0,27242,19262,58,96,2643,26156.0,901.0,12136.0,17456.0,1094.0,2429.0,2240.0,569.0,3468.0,2946.0,2204.0,3118.0,0.0,558.0,172.0,7039.0,1547.0,0.0,0.0,4060,485,8334,8771,4877,9.0,1180,107.0,15491,771,163,480,686,54.0,5.0
NAKURU,616046,283652.0,261001,191468,565,2494,7942,243535.0,9613.0,140998.0,168112.0,6953.0,16130.0,6021.0,7919.0,32257.0,41413.0,14871.0,65022.0,0.0,13563.0,0.0,114162.0,11097.0,0.0,0.0,52739,6781,67473,76438,33712,61.0,15750,1700.0,140607,10631,3421,5935,7001,517.0,56.0
GILGIL,58920,27273.0,24669,18806,47,113,787,23695.0,982.0,15359.0,21481.0,1034.0,2431.0,329.0,815.0,3010.0,3034.0,1920.0,6023.0,0.0,842.0,0.0,9169.0,1790.0,0.0,0.0,2303,452,7735,8013,4912,2.0,1931,165.0,15496,924,318,506,849,46.0,2.0
KURESOI NORTH,40359,33190.0,32215,22889,73,80,298,30713.0,455.0,23145.0,10963.0,80.0,349.0,1679.0,1224.0,1441.0,7513.0,1006.0,10380.0,0.0,1608.0,0.0,16861.0,269.0,0.0,0.0,8714,991,9862,8937,2244,2.0,2737,28.0,14337,1202,360,1211,504,65.0,12.0
KURESOI SOUTH,34627,28030.0,27142,21651,54,57,197,25349.0,383.0,13872.0,7165.0,82.0,338.0,869.0,820.0,2556.0,7452.0,709.0,8082.0,0.0,2006.0,0.0,15071.0,511.0,0.0,0.0,9497,1030,10250,6647,2158,1.0,1037,6.0,14374,1071,347,1478,257,52.0,4.0
MOLO,41462,26641.0,25114,16948,26,58,331,23531.0,556.0,17167.0,13884.0,231.0,514.0,230.0,985.0,1826.0,5370.0,789.0,7030.0,0.0,995.0,0.0,11244.0,429.0,0.0,0.0,6358,762,4071,7749,1712,6.0,1227,47.0,12251,1130,371,585,779,23.0,3.0
NAIVASHA,117633,33061.0,27272,22748,65,1624,1121,23332.0,321.0,17061.0,20884.0,353.0,1555.0,283.0,745.0,1548.0,4381.0,1850.0,9444.0,0.0,213.0,0.0,12924.0,978.0,0.0,0.0,5273,1022,6839,10321,4740,11.0,2891,250.0,16707,1347,485,399,1118,57.0,9.0
NAKURU EAST,61398,8876.0,6853,4762,34,46,404,5637.0,157.0,2520.0,4448.0,167.0,411.0,171.0,210.0,653.0,739.0,690.0,1023.0,0.0,102.0,0.0,2640.0,277.0,0.0,0.0,824,140,350,1094,849,5.0,39,109.0,3458,573,233,28,208,30.0,2.0
NAKURU NORTH,61728,28990.0,26248,18581,54,110,750,24972.0,751.0,17040.0,21763.0,1544.0,3217.0,334.0,899.0,7952.0,3718.0,2132.0,5821.0,0.0,396.0,0.0,14113.0,2954.0,0.0,0.0,4640,536,3025,7420,3010,4.0,418,353.0,14755,1201,350,86,966,51.0,6.0
NAKURU WEST,64481,8752.0,7369,4490,20,59,304,6573.0,434.0,1347.0,5256.0,148.0,420.0,217.0,125.0,705.0,582.0,632.0,845.0,0.0,625.0,0.0,2728.0,234.0,0.0,0.0,1068,158,1117,1018,823,2.0,53,124.0,2913,486,183,41,87,18.0,1.0
NJORO,61271,41771.0,39826,27775,69,152,514,36788.0,1019.0,22196.0,26751.0,414.0,1584.0,1252.0,1127.0,2941.0,5230.0,1592.0,9109.0,0.0,2371.0,0.0,13922.0,1016.0,0.0,0.0,6560,643,10479,11983,5171,11.0,4012,241.0,20570,1246,346,963,1262,61.0,9.0
RONGAI,52348,29568.0,27400,20521,73,115,1152,26386.0,3207.0,4022.0,21725.0,1250.0,2671.0,445.0,427.0,4627.0,1533.0,2292.0,3777.0,0.0,3271.0,0.0,9197.0,1043.0,0.0,0.0,4813,642,9195,8138,4848,11.0,655,97.0,15727,851,230,326,425,66.0,4.0
SUBUKIA,21819,17500.0,16893,12297,50,80,2084,16559.0,1348.0,7269.0,13792.0,1650.0,2640.0,212.0,542.0,4998.0,1861.0,1259.0,3488.0,0.0,1134.0,0.0,6293.0,1596.0,0.0,0.0,2689,405,4550,5118,3245,6.0,750,280.0,10019,600,198,312,546,48.0,4.0
NAROK,241125,181706.0,150426,150415,687,848,6948,136075.0,23325.0,53966.0,94779.0,2634.0,28542.0,13437.0,4439.0,27875.0,26070.0,17566.0,50324.0,1268.0,14622.0,1302.0,59672.0,18862.0,0.0,0.0,19843,7266,114651,86756,65365,142.0,50087,169.0,95746,4169,2245,10552,723,620.0,118.0
NAROK EAST,25078,19206.0,16634,14591,122,72,761,15197.0,74.0,7917.0,12116.0,99.0,526.0,2182.0,803.0,539.0,3301.0,1201.0,5393.0,137.0,70.0,145.0,4560.0,203.0,0.0,0.0,2188,845,9837,10745,7835,10.0,5723,39.0,8256,345,245,585,57,113.0,19.0
NAROK NORTH,59996,35447.0,32841,26307,154,161,1128,26210.0,199.0,22506.0,12744.0,179.0,630.0,6556.0,1382.0,657.0,10032.0,1422.0,14448.0,200.0,201.0,201.0,14384.0,332.0,0.0,0.0,3827,1595,18493,19403,8386,23.0,13724,55.0,15082,834,456,1202,153,141.0,25.0
NAROK SOUTH,46723,40248.0,34075,35078,143,178,3955,32036.0,4402.0,13943.0,26647.0,463.0,4407.0,2261.0,1393.0,7903.0,6729.0,5766.0,10892.0,263.0,4443.0,254.0,12348.0,3921.0,0.0,0.0,6456,1999,25658,19019,17658,51.0,10691,30.0,19979,998,591,2383,226,122.0,24.0
NAROK WEST,38658,30259.0,16671,27534,95,166,475,15531.0,5878.0,2459.0,11761.0,333.0,5420.0,1081.0,473.0,3484.0,1279.0,2508.0,5786.0,84.0,2119.0,112.0,5942.0,2369.0,0.0,0.0,2317,1191,22226,16849,17535,23.0,5755,15.0,15331,817,413,1696,108,84.0,20.0
TRANS MARA EAST,20506,18907.0,18117,16205,79,83,205,17307.0,8272.0,3610.0,13083.0,563.0,12830.0,487.0,142.0,6715.0,1991.0,2976.0,5293.0,121.0,2985.0,109.0,9404.0,4507.0,0.0,0.0,2059,540,12801,5877,3343,16.0,2411,10.0,13906,450,171,1569,115,71.0,19.0
TRANS MARA WEST,50132,37639.0,32088,30700,94,188,424,29794.0,4500.0,3531.0,18428.0,997.0,4729.0,870.0,246.0,8577.0,2738.0,3693.0,8512.0,463.0,4804.0,481.0,13034.0,7530.0,0.0,0.0,2996,1096,25636,14863,10608,19.0,11783,20.0,23192,725,369,3117,64,89.0,11.0
MAU FOREST,32,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0
KAJIADO,316179,97565.0,45954,82157,437,657,12207,37686.0,0.0,12536.0,33885.0,2902.0,4184.0,0.0,1693.0,7029.0,3710.0,10415.0,5801.0,0.0,0.0,2198.0,12860.0,2270.0,0.0,0.0,7099,4171,46503,54683,55397,141.0,21213,683.0,34071,2838,1330,1908,1075,379.0,79.0
ISINYA,71579,6584.0,3482,5311,81,68,1000,2523.0,0.0,404.0,2174.0,157.0,301.0,0.0,101.0,537.0,464.0,890.0,896.0,0.0,0.0,276.0,1490.0,191.0,0.0,0.0,672,500,2492,2977,2130,7.0,357,82.0,2924,403,221,77,134,66.0,13.0
KAJIADO CENTRAL,37238,19641.0,5346,18918,74,96,761,4546.0,0.0,564.0,4191.0,145.0,352.0,0.0,148.0,490.0,387.0,841.0,632.0,0.0,0.0,398.0,1007.0,194.0,0.0,0.0,717,848,14709,16132,15176,53.0,9312,53.0,5270,348,144,351,55,65.0,8.0
KAJIADO NORTH,101378,10726.0,7261,7423,52,78,1082,5704.0,0.0,2759.0,4811.0,563.0,729.0,0.0,178.0,1730.0,737.0,1310.0,1489.0,0.0,0.0,135.0,4024.0,597.0,0.0,0.0,1177,240,639,1065,1366,5.0,165,274.0,5648,781,386,127,348,46.0,9.0
KAJIADO WEST,42774,23089.0,6384,21088,124,223,1490,5497.0,0.0,2496.0,5010.0,478.0,859.0,0.0,459.0,1267.0,504.0,1217.0,1310.0,0.0,0.0,236.0,2334.0,622.0,0.0,0.0,1539,1466,12590,16498,15734,33.0,6737,95.0,5206,528,219,555,157,106.0,32.0
LOITOKITOK,47058,29501.0,20249,22110,84,146,7400,16618.0,0.0,6162.0,15089.0,1384.0,1662.0,0.0,497.0,2795.0,1438.0,5672.0,1326.0,0.0,0.0,856.0,3581.0,615.0,0.0,0.0,2831,909,10591,12517,15050,35.0,2221,169.0,10983,697,293,651,361,75.0,16.0
MASHUURU,16152,8024.0,3232,7307,22,46,474,2798.0,0.0,151.0,2610.0,175.0,281.0,0.0,310.0,210.0,180.0,485.0,148.0,0.0,0.0,297.0,424.0,51.0,0.0,0.0,163,208,5482,5494,5941,8.0,2421,10.0,4040,81,67,147,20,21.0,1.0
KERICHO,206036,150845.0,145850,112740,429,686,2466,132308.0,40485.0,19794.0,92081.0,6234.0,18375.0,4622.0,1683.0,70784.0,14922.0,13602.0,35701.0,0.0,39536.0,0.0,81493.0,23253.0,0.0,0.0,35358,2708,65545,14603,19020,0.0,9640,78.0,71678,4693,1380,2856,1049,392.0,50.0
BELGUT,35012,23573.0,22663,16630,47,67,329,18946.0,5731.0,2032.0,11861.0,740.0,2250.0,494.0,177.0,13457.0,2283.0,1643.0,6748.0,0.0,6385.0,0.0,14310.0,3176.0,0.0,0.0,7221,359,7819,797,1577,0.0,162,7.0,9603,850,178,174,106,37.0,8.0
BURETI,43117,33285.0,31838,25570,96,131,392,26776.0,8122.0,4325.0,17444.0,937.0,5628.0,570.0,452.0,19812.0,4134.0,2032.0,7771.0,0.0,7740.0,0.0,21269.0,7819.0,0.0,0.0,10651,576,12876,2298,1342,0.0,354,20.0,14658,1232,330,239,206,90.0,9.0
KERICHO EAST,44246,23273.0,22152,16785,69,130,384,19606.0,4168.0,2526.0,12640.0,1189.0,2314.0,474.0,194.0,11849.0,1748.0,2222.0,5487.0,0.0,7070.0,0.0,12130.0,2918.0,0.0,0.0,6317,518,8834,1241,2513,0.0,650,11.0,10788,650,185,324,189,65.0,9.0
KIPKELION,24688,22836.0,22555,17580,84,154,649,22245.0,8802.0,2981.0,19284.0,1062.0,2285.0,1518.0,226.0,10319.0,2057.0,2553.0,3923.0,0.0,6413.0,0.0,11500.0,1887.0,0.0,0.0,2699,319,11965,2988,5563,0.0,3429,11.0,12402,540,218,1010,154,79.0,6.0
LONDIANI,31778,25049.0,24405,18306,52,89,371,23742.0,4408.0,6670.0,17196.0,168.0,823.0,998.0,419.0,3764.0,4075.0,1939.0,5420.0,0.0,3408.0,0.0,11276.0,739.0,0.0,0.0,4607,565,11682,5801,1883,0.0,2103,21.0,11650,754,209,860,295,45.0,6.0
SOIN SIGOWET,27195,22829.0,22237,17869,81,115,341,20993.0,9254.0,1260.0,13656.0,2138.0,5075.0,568.0,215.0,11583.0,625.0,3213.0,6352.0,0.0,8520.0,0.0,11008.0,6714.0,0.0,0.0,3863,371,12369,1478,6142,0.0,2942,8.0,12577,667,260,249,99,76.0,12.0
BOMET,187641,152564.0,146327,127375,379,866,1990,122998.0,41522.0,0.0,37261.0,106434.0,3939.0,54045.0,0.0,2331.0,78319.0,26613.0,21900.0,47758.0,943.0,28681.0,940.0,93744.0,40551.0,0.0,39352,3224,79001,21929,20598,8856.0,54,90671.0,5682,1463,4719,1590,350,48.0,0.0
BOMET EAST,29958,26472.0,25650,22463,58,110,428,22805.0,6498.0,0.0,6545.0,20446.0,629.0,10368.0,0.0,453.0,12031.0,4747.0,4123.0,11017.0,199.0,4019.0,154.0,13802.0,4385.0,0.0,4894,682,15643,2136,7070,4392.0,16,15420.0,901,213,615,336,54,5.0,0.0
CHEPALUNGU,33931,31910.0,30692,28939,71,217,728,28697.0,14169.0,0.0,6660.0,25691.0,1036.0,20833.0,0.0,288.0,12660.0,3972.0,5955.0,10168.0,228.0,2700.0,334.0,20038.0,10184.0,0.0,7120,641,19638,7051,8051,2322.0,5,24822.0,1236,255,1641,367,64,10.0,0.0
KONOIN,38178,23845.0,22535,17669,75,102,170,14084.0,3169.0,0.0,3853.0,9161.0,400.0,2978.0,0.0,270.0,13084.0,3468.0,1934.0,6315.0,91.0,2842.0,86.0,14680.0,7131.0,0.0,6523,422,9678,3176,974,255.0,7,9764.0,987,304,827,99,70,16.0,0.0
SOTIK,47315,40497.0,38952,34567,117,277,346,34994.0,10748.0,0.0,10699.0,30378.0,1329.0,13267.0,0.0,768.0,23512.0,7467.0,5120.0,9941.0,238.0,11923.0,208.0,26060.0,12167.0,0.0,11994,932,20554,6262,2468,876.0,14,25677.0,1681,458,968,579,110,8.0,0.0
BOMET CENTRAL,38259,29840.0,28498,23737,58,160,318,22418.0,6938.0,0.0,9504.0,20758.0,545.0,6599.0,0.0,552.0,17032.0,6959.0,4768.0,10317.0,187.0,7197.0,158.0,19164.0,6684.0,0.0,8821,547,13488,3304,2035,1011.0,12,14988.0,877,233,668,209,52,9.0,0.0
KAKAMEGA,433207,335269.0,321945,235264,2223,3184,4970,312670.0,24160.0,0.0,26204.0,250047.0,103223.0,146673.0,0.0,9539.0,194940.0,9064.0,16914.0,26940.0,100958.0,16384.0,2208.0,141501.0,92380.0,0.0,36597,6663,143364,21609,33506,448.0,14057,197524.0,8854,3802,2335,3956,2110,253.0,0.0
BUTERE,36243,29189.0,27903,20417,145,210,300,27134.0,2198.0,0.0,1685.0,22659.0,9775.0,12178.0,0.0,856.0,15582.0,556.0,772.0,1890.0,10687.0,959.0,171.0,11618.0,3473.0,0.0,1880,414,13981,1627,3891,13.0,541,17197.0,515,241,85,302,141,14.0,0.0
KAKAMEGA CENTRAL,52015,25461.0,23676,17213,223,296,445,22353.0,1206.0,0.0,1331.0,16846.0,7107.0,9844.0,0.0,363.0,15276.0,744.0,1230.0,2240.0,9742.0,903.0,165.0,12646.0,4916.0,0.0,3063,606,9084,1161,2360,4.0,1087,14460.0,911,452,95,343,214,19.0,0.0
KAKAMEGA EAST,39589,31632.0,30118,23191,178,247,471,29188.0,795.0,0.0,1929.0,24310.0,7001.0,10833.0,0.0,585.0,20403.0,1154.0,1321.0,4052.0,1938.0,412.0,109.0,12502.0,7627.0,0.0,2995,905,14180,1393,1580,82.0,4126,19794.0,762,356,428,668,168,25.0,0.0
KAKAMEGA NORTH,51083,43441.0,42088,31925,322,466,679,40626.0,2158.0,0.0,3777.0,32356.0,15577.0,24349.0,0.0,1595.0,26992.0,1249.0,3657.0,5533.0,14327.0,1795.0,290.0,21564.0,26349.0,0.0,8335,1445,17670,2167,5147,91.0,309,27340.0,1556,519,713,510,309,30.0,0.0
KAKAMEGA SOUTH,26964,22218.0,21217,16176,74,144,218,20603.0,845.0,0.0,727.0,17157.0,4989.0,7751.0,0.0,459.0,13898.0,383.0,433.0,1824.0,2258.0,1075.0,86.0,8066.0,3186.0,0.0,1713,344,10506,853,1282,11.0,2930,13914.0,308,113,65,428,66,10.0,0.0
KHWISERO,27681,23443.0,22413,16873,134,157,341,21852.0,1997.0,0.0,852.0,18067.0,7481.0,10871.0,0.0,424.0,16115.0,422.0,696.0,2648.0,9433.0,1380.0,176.0,10012.0,2045.0,0.0,1252,218,11631,922,3103,50.0,606,14601.0,314,151,78,374,129,9.0,0.0
LIKUYANI,35322,24849.0,23590,15518,192,173,659,23091.0,1331.0,0.0,1557.0,16495.0,2206.0,7798.0,0.0,277.0,9907.0,974.0,1376.0,1551.0,456.0,1221.0,182.0,7921.0,1375.0,0.0,4003,491,6500,4231,1020,119.0,283,12166.0,1050,386,208,135,176,25.0,0.0
LUGARI,27862,23281.0,22598,16655,114,143,366,22152.0,1793.0,0.0,1862.0,18536.0,3918.0,10186.0,0.0,449.0,14130.0,838.0,1542.0,1938.0,2324.0,2310.0,127.0,9634.0,4813.0,0.0,3545,524,8988,2463,2527,27.0,1843,14310.0,846,310,253,242,110,14.0,0.0
MATETE,13956,11488.0,11178,7614,58,140,151,10806.0,887.0,0.0,1314.0,8790.0,2654.0,5635.0,0.0,458.0,6456.0,384.0,900.0,1003.0,2670.0,804.0,98.0,5106.0,6596.0,0.0,1666,279,4642,522,1415,7.0,205,6264.0,420,181,124,104,54,11.0,0.0
MATUNGU,36457,30321.0,29385,20844,269,257,440,28872.0,4093.0,0.0,3752.0,21894.0,11983.0,12315.0,0.0,972.0,13438.0,575.0,1081.0,743.0,12769.0,2183.0,246.0,8971.0,5348.0,0.0,1953,485,14223,1691,3358,19.0,888,16562.0,744,458,75,157,260,35.0,0.0
MUMIAS EAST,26049,21549.0,20864,15423,156,278,385,20364.0,1729.0,0.0,2211.0,14861.0,9245.0,9828.0,0.0,750.0,12950.0,553.0,871.0,792.0,9037.0,771.0,162.0,9833.0,6678.0,0.0,1944,275,10332,1226,1811,5.0,301,12778.0,377,185,58,286,148,11.0,0.0
MUMIAS WEST,27671,19375.0,18603,12604,114,177,215,18074.0,3031.0,0.0,1459.0,14036.0,7680.0,8041.0,0.0,511.0,9860.0,271.0,582.0,822.0,8081.0,1331.0,101.0,7203.0,1937.0,0.0,1236,256,7630,1742,1671,9.0,522,10486.0,483,268,40,160,110,12.0,0.0
NAVAKHOLO,32315,29022.0,28312,20811,244,496,300,27555.0,2097.0,0.0,3748.0,24040.0,13607.0,17044.0,0.0,1840.0,19933.0,961.0,2453.0,1904.0,17236.0,1240.0,295.0,16425.0,18037.0,0.0,3012,421,13997,1611,4341,11.0,416,17652.0,568,182,113,247,225,38.0,0.0
VIHIGA,143365,113753.0,108522,84158,493,625,1512,105807.0,5160.0,0.0,4222.0,89528.0,40867.0,50944.0,0.0,2243.0,84487.0,2308.0,4613.0,11438.0,14238.0,2062.0,0.0,46248.0,25329.0,0.0,12316,1151,54900,2946,14395,37.0,1324,72658.0,2399,821,338,1961,478,23.0,0.0
